User_ID,Gender,Age,Occupation
1003982,m,55+,13
1003983,m,26-35,0
1003984,m,26-35,7
1003985,m,46-50,16
1003987,f,18-25,4
1003988,f,26-35,14
1003989,m,51-55,12
1003990,m,26-35,16
1003991,m,26-35,7
1003992,m,26-35,4
1003993,m,26-35,0
1003994,m,51-55,7
1003995,m,36-45,17
1003996,m,18-25,14
1003997,m,36-45,17
1003998,m,46-50,0
1003999,m,36-45,17
1004000,m,36-45,7
1004001,f,26-35,1
1004002,m,46-50,16
1004004,m,51-55,0
1004005,m,36-45,7
1004006,m,0-17,7
1004007,m,36-45,12
1004008,m,18-25,1
1004009,m,18-25,7
1004010,m,26-35,14
1004011,m,26-35,17
1004012,m,18-25,4
1004013,m,26-35,1
1004014,m,26-35,0
1004015,f,46-50,3
1004016,m,51-55,0
1004017,m,26-35,14
1004018,f,46-50,20
1004019,m,36-45,17
1004020,m,26-35,6
1004021,m,51-55,20
1004022,m,36-45,14
1004023,f,36-45,9
1004024,m,26-35,5
1004025,f,55+,6
1004026,m,26-35,7
1004027,f,26-35,7
1004028,m,26-35,4
1004029,f,55+,3
1004030,m,36-45,7
1004031,m,26-35,0
1004032,m,26-35,12
1004033,m,26-35,6
1004034,m,26-35,0
1004035,m,18-25,4
1004036,m,26-35,1
1004037,m,51-55,16
1004038,m,51-55,6
1004039,m,26-35,16
1004040,m,26-35,20
1004041,m,18-25,3
1004042,m,36-45,15
1004043,f,26-35,15
1004044,f,36-45,3
1004045,m,55+,13
1004046,m,46-50,17
1004047,m,18-25,4
1004048,f,36-45,1
1004049,m,46-50,11
1004050,m,36-45,6
1004051,m,18-25,14
1004052,m,26-35,2
1004053,m,26-35,18
1004054,m,36-45,3
1004055,m,51-55,0
1004056,m,0-17,10
1004057,m,36-45,6
1004058,m,26-35,6
1004059,m,26-35,14
1004060,m,26-35,18
1004061,m,51-55,6
1004062,m,26-35,7
1004063,f,36-45,1
1004064,m,46-50,0
1004066,m,26-35,0
1004067,m,46-50,20
1004068,m,55+,3
1004069,m,36-45,15
1004070,m,26-35,15
1004071,m,26-35,17
1004072,m,51-55,6
1004075,m,26-35,16
1004076,m,26-35,17
1004077,f,36-45,2
1004078,m,26-35,15
1004079,m,36-45,17
1004080,m,36-45,1
1004081,m,18-25,12
1004082,m,26-35,20
1004083,m,55+,14
1004084,m,55+,13
1004085,f,26-35,6
1004086,f,0-17,10
1004088,m,26-35,3
1004089,m,26-35,7
1004090,m,55+,6
1004091,m,26-35,17
1004092,f,26-35,0
1004093,m,26-35,4
1004094,m,26-35,17
1004097,m,26-35,7
1004098,m,36-45,7
1004099,m,36-45,17
1004101,m,18-25,4
1004102,m,0-17,10
1004103,m,18-25,16
1004104,m,18-25,16
1004105,m,51-55,7
1004106,m,26-35,16
1004107,f,26-35,0
1004108,m,36-45,17
1004109,m,36-45,3
1004110,f,46-50,7
1004111,m,26-35,15
1004112,m,46-50,18
1004114,m,36-45,14
1004115,m,26-35,15
1004116,m,36-45,7
1004117,m,18-25,4
1004118,m,26-35,3
1004119,m,51-55,1
1004120,m,26-35,16
1004121,m,46-50,7
1004122,m,18-25,19
1004123,f,26-35,4
1004124,m,26-35,18
1004126,m,26-35,17
1004127,m,51-55,17
1004128,m,36-45,6
1004129,m,55+,11
1004130,m,36-45,6
1004131,m,46-50,7
1004132,m,26-35,17
1004133,m,46-50,4
1004134,f,46-50,12
1004135,m,0-17,10
1004136,m,51-55,16
1004137,m,26-35,7
1004138,m,26-35,7
1004139,m,55+,14
1004140,m,26-35,0
1004141,m,36-45,17
1004142,m,55+,7
1004144,m,18-25,4
1004145,f,51-55,1
1004147,f,51-55,7
1004148,f,36-45,7
1004149,m,36-45,1
1004150,m,26-35,0
1004152,m,26-35,14
1004153,m,51-55,17
1004155,m,51-55,17
1004156,m,55+,20
1004157,m,51-55,18
1004158,f,0-17,10
1004159,f,51-55,9
1004160,m,36-45,20
1004161,m,46-50,0
1004162,f,26-35,14
1004163,m,55+,7
1004164,m,36-45,1
1004165,f,26-35,14
1004166,f,26-35,7
1004167,m,26-35,20
1004168,f,46-50,6
1004170,m,46-50,7
1004171,m,55+,16
1004172,m,36-45,7
1004173,f,18-25,11
1004174,f,36-45,3
1004175,m,36-45,0
1004176,m,46-50,7
1004177,m,36-45,17
1004179,f,36-45,20
1004180,m,55+,13
1004181,f,26-35,7
1004183,m,26-35,1
1004184,m,51-55,7
1004185,m,26-35,14
1004186,m,26-35,7
1004187,f,55+,20
1004188,m,51-55,7
1004189,m,36-45,14
1004190,m,46-50,17
1004193,m,55+,13
1004194,m,18-25,4
1004196,m,36-45,14
1004197,f,46-50,1
1004198,m,18-25,4
1004199,f,26-35,9
1004200,m,46-50,7
1004203,m,26-35,18
1004204,m,36-45,7
1004206,f,36-45,1
1004207,m,36-45,1
1004208,f,36-45,0
1004209,m,55+,0
1004210,m,26-35,17
1004213,m,36-45,7
1004215,m,26-35,7
1004216,m,26-35,17
1004217,m,18-25,4
1004218,m,51-55,17
1004220,m,36-45,0
1004221,m,36-45,4
1004222,f,46-50,17
1004223,f,36-45,17
1004224,f,46-50,1
1004225,f,26-35,3
1004226,f,36-45,6
1004227,m,26-35,19
1004228,m,51-55,18
1004229,m,36-45,17
1004231,f,51-55,18
1004232,f,36-45,20
1004233,m,36-45,4
1004234,f,46-50,3
1004235,m,51-55,2
1004236,f,26-35,3
1004237,m,26-35,14
1004238,m,36-45,16
1004239,m,51-55,7
1004240,m,36-45,17
1004241,m,36-45,7
1004242,m,51-55,7
1004243,m,55+,7
1004245,m,51-55,12
1004246,f,36-45,7
1004247,m,26-35,4
1004248,m,26-35,4
1004249,f,18-25,17
1004250,f,51-55,0
1004251,m,46-50,7
1004252,f,36-45,3
1004253,m,46-50,11
1004254,m,26-35,17
1004255,m,51-55,12
1004257,m,51-55,16
1004258,m,26-35,17
1004259,m,36-45,17
1004260,m,26-35,16
1004261,f,36-45,6
1004262,f,36-45,6
1004263,m,26-35,7
1004264,m,46-50,1
1004265,m,26-35,12
1004266,m,55+,13
1004268,f,46-50,20
1004269,m,36-45,18
1004270,m,46-50,7
1004271,m,36-45,7
1004272,m,46-50,17
1004274,f,46-50,1
1004275,f,46-50,16
1004276,f,46-50,0
1004277,m,36-45,16
1004279,m,26-35,16
1004280,m,36-45,17
1004281,m,55+,13
1004282,m,36-45,0
1004284,m,51-55,7
1004285,m,36-45,0
1004286,m,36-45,17
1004287,m,26-35,7
1004288,f,26-35,9
1004289,m,36-45,14
1004290,m,26-35,17
1004291,m,36-45,14
1004292,m,26-35,0
1004294,m,0-17,10
1004295,m,18-25,18
1004296,m,55+,6
1004297,m,46-50,15
1004298,f,18-25,14
1004302,m,51-55,1
1004303,m,26-35,2
1004304,m,18-25,0
1004305,f,46-50,17
1004306,m,46-50,7
1004307,m,26-35,0
1004308,m,26-35,0
1004309,m,26-35,0
1004310,m,26-35,4
1004311,m,51-55,13
1004312,m,26-35,18
1004313,f,26-35,7
1004315,m,18-25,4
1004316,m,26-35,6
1004317,f,36-45,14
1004318,m,26-35,5
1004319,m,36-45,7
1004320,m,26-35,5
1004321,m,46-50,7
1004322,f,51-55,6
1004323,m,18-25,4
1004324,m,26-35,5
1004326,f,46-50,13
1004327,m,36-45,17
1004328,m,51-55,3
1004329,f,26-35,14
1004330,f,46-50,6
1004331,m,36-45,6
1004332,f,26-35,3
1004333,m,51-55,2
1004334,m,26-35,1
1004335,m,36-45,0
1004336,f,26-35,0
1004337,m,18-25,20
1004338,f,18-25,5
1004339,m,26-35,2
1004340,f,26-35,17
1004341,m,36-45,17
1004342,m,26-35,0
1004343,m,26-35,12
1004344,m,26-35,1
1004345,f,26-35,14
1004346,m,18-25,17
1004347,f,18-25,20
1004348,m,46-50,0
1004349,m,18-25,2
1004350,m,18-25,2
1004351,m,26-35,12
1004352,m,18-25,4
1004353,m,26-35,7
1004354,m,36-45,14
1004355,m,51-55,14
1004356,m,36-45,16
1004357,f,36-45,9
1004358,m,36-45,17
1004359,m,18-25,4
1004360,f,26-35,9
1004361,m,36-45,15
1004362,m,26-35,17
1004363,m,36-45,14
1004366,m,18-25,15
1004367,m,36-45,0
1004368,m,18-25,17
1004369,m,51-55,7
1004370,m,26-35,16
1004371,f,18-25,4
1004373,m,51-55,12
1004374,m,18-25,4
1004375,f,26-35,5
1004376,f,26-35,5
1004377,m,26-35,0
1004378,m,18-25,17
1004379,m,26-35,4
1004380,f,26-35,1
1004381,m,26-35,4
1004382,m,26-35,18
1004384,m,26-35,0
1004386,m,26-35,5
1004387,f,18-25,4
1004388,m,46-50,3
1004389,m,26-35,4
1004390,m,26-35,0
1004393,m,18-25,4
1004395,m,51-55,6
1004397,m,18-25,4
1004399,f,18-25,4
1004400,f,18-25,4
1004401,m,18-25,4
1004402,f,18-25,14
1004403,m,26-35,15
1004404,m,26-35,1
1004405,m,26-35,14
1004406,m,26-35,16
1004407,m,18-25,4
1004408,f,46-50,2
1004409,m,26-35,14
1004410,m,18-25,19
1004411,m,18-25,4
1004413,m,0-17,13
1004414,m,26-35,4
1004415,m,18-25,0
1004416,m,18-25,4
1004417,m,26-35,15
1004418,f,51-55,0
1004419,f,46-50,12
1004420,m,26-35,15
1004422,m,26-35,5
1004423,m,18-25,4
1004425,m,36-45,7
1004426,m,46-50,17
1004427,m,18-25,0
1004428,m,26-35,14
1004429,m,26-35,5
1004430,f,26-35,0
1004431,m,0-17,14
1004432,m,26-35,12
1004433,m,26-35,0
1004434,f,36-45,7
1004435,m,26-35,7
1004436,m,26-35,12
1004437,f,36-45,5
1004438,m,51-55,0
1004439,m,36-45,6
1004440,m,36-45,1
1004442,m,51-55,15
1004443,m,55+,2
1004444,f,26-35,12
1004445,m,26-35,3
1004446,m,18-25,18
1004447,m,46-50,5
1004448,m,26-35,14
1004449,m,26-35,12
1004450,m,26-35,15
1004451,m,26-35,14
1004452,f,26-35,7
1004453,m,36-45,0
1004454,m,26-35,20
1004455,m,36-45,7
1004456,f,36-45,2
1004457,m,36-45,14
1004458,f,26-35,4
1004459,m,26-35,1
1004460,m,26-35,14
1004461,m,26-35,20
1004462,f,26-35,0
1004463,m,51-55,7
1004465,m,18-25,4
1004466,m,36-45,11
1004467,f,51-55,6
1004468,f,36-45,7
1004469,f,46-50,12
1004470,m,36-45,12
1004471,m,26-35,6
1004472,f,46-50,16
1004473,m,36-45,1
1004474,m,36-45,7
1004475,m,18-25,4
1004476,m,46-50,1
1004477,m,26-35,7
1004478,m,0-17,12
1004479,m,51-55,13
1004480,m,26-35,0
1004481,m,26-35,18
1004482,f,36-45,1
1004483,f,26-35,6
1004484,f,26-35,17
1004485,m,26-35,4
1004486,m,36-45,8
1004487,m,26-35,7
1004488,m,36-45,7
1004489,m,18-25,4
1004490,m,36-45,5
1004491,m,18-25,4
1004492,m,55+,13
1004493,f,0-17,10
1004494,m,46-50,0
1004495,m,18-25,4
1004496,m,46-50,2
1004497,m,51-55,0
1004498,m,51-55,7
1004499,m,26-35,6
1004500,m,51-55,7
1004501,m,26-35,17
1004502,m,51-55,0
1004503,m,55+,1
1004504,f,26-35,0
1004505,m,51-55,7
1004506,m,51-55,16
1004507,m,18-25,4
1004508,m,26-35,20
1004509,m,26-35,7
1004510,m,46-50,7
1004511,m,36-45,7
1004512,m,26-35,1
1004513,m,55+,0
1004514,m,18-25,3
1004515,m,55+,13
1004516,m,18-25,4
1004517,f,18-25,1
1004518,m,26-35,0
1004519,m,51-55,7
1004520,m,26-35,4
1004521,m,36-45,12
1004522,m,46-50,1
1004524,m,26-35,2
1004526,m,26-35,20
1004528,m,26-35,14
1004529,m,36-45,6
1004530,f,36-45,1
1004531,m,18-25,4
1004532,m,26-35,7
1004533,m,26-35,12
1004534,m,18-25,4
1004535,m,18-25,19
1004536,m,18-25,12
1004537,f,46-50,1
1004538,m,26-35,12
1004539,m,36-45,19
1004540,f,26-35,14
1004541,m,0-17,10
1004542,m,36-45,0
1004543,m,26-35,2
1004544,m,55+,1
1004546,m,26-35,7
1004551,m,18-25,12
1004552,m,26-35,0
1004553,f,36-45,16
1004555,f,18-25,9
1004556,m,46-50,16
1004557,m,26-35,14
1004558,m,36-45,14
1004560,m,26-35,0
1004561,f,26-35,9
1004562,m,36-45,10
1004563,f,26-35,6
1004565,m,36-45,14
1004566,m,36-45,17
1004567,m,18-25,4
1004568,f,26-35,4
1004569,m,26-35,0
1004571,m,36-45,7
1004572,f,0-17,10
1004573,m,51-55,16
1004574,m,26-35,4
1004575,f,0-17,10
1004576,f,26-35,7
1004577,m,36-45,7
1004578,m,26-35,0
1004579,f,18-25,4
1004580,f,55+,13
1004581,m,26-35,1
1004582,f,26-35,0
1004583,m,51-55,1
1004584,f,46-50,0
1004585,m,36-45,7
1004586,m,26-35,4
1004587,m,36-45,14
1004589,m,26-35,17
1004590,f,18-25,20
1004591,m,26-35,15
1004592,m,18-25,4
1004593,f,46-50,1
1004594,m,36-45,16
1004595,m,26-35,18
1004596,f,18-25,4
1004597,f,26-35,4
1004598,f,36-45,3
1004599,f,36-45,0
1004600,m,26-35,0
1004601,m,36-45,14
1004602,m,36-45,7
1004603,f,36-45,2
1004604,m,26-35,15
1004606,f,0-17,10
1004607,m,26-35,0
1004608,f,26-35,0
1004609,f,26-35,4
1004610,f,26-35,4
1004611,f,18-25,4
1004613,m,26-35,12
1004615,m,26-35,17
1004617,f,26-35,6
1004618,m,26-35,14
1004619,f,26-35,1
1004620,f,18-25,17
1004621,m,26-35,4
1004622,m,26-35,12
1004623,m,26-35,16
1004624,m,26-35,12
1004625,m,26-35,7
1004626,m,26-35,14
1004627,m,55+,1
1004629,f,18-25,4
1004630,f,26-35,4
1004631,m,18-25,4
1004632,m,26-35,0
1004633,m,0-17,0
1004634,m,51-55,20
1004635,m,18-25,4
1004636,m,18-25,2
1004637,f,36-45,9
1004638,m,26-35,4
1004639,m,36-45,11
1004640,m,26-35,4
1004641,m,26-35,7
1004643,m,26-35,0
1004644,m,51-55,1
1004645,f,51-55,6
1004646,f,26-35,6
1004647,m,36-45,20
1004648,m,18-25,4
1004649,m,55+,13
1004650,m,26-35,7
1004651,f,46-50,0
1004652,f,26-35,7
1004653,m,36-45,12
1004654,m,36-45,20
1004655,f,26-35,1
1004656,m,26-35,17
1004658,m,26-35,4
1004659,f,26-35,14
1004660,f,18-25,4
1004661,m,46-50,15
1004662,f,18-25,4
1004663,m,26-35,4
1004665,m,36-45,2
1004666,m,36-45,1
1004667,m,26-35,14
1004668,m,36-45,14
1004669,m,36-45,7
1004670,m,36-45,5
1004671,m,26-35,12
1004672,m,55+,13
1004673,m,36-45,16
1004674,f,36-45,7
1004675,f,18-25,4
1004676,m,46-50,14
1004677,m,51-55,6
1004678,m,36-45,2
1004679,m,55+,13
1004680,m,36-45,0
1004681,f,36-45,15
1004682,m,26-35,7
1004683,m,26-35,0
1004685,m,36-45,1
1004686,m,18-25,1
1004687,m,36-45,14
1004688,m,26-35,9
1004689,m,18-25,12
1004690,f,0-17,10
1004691,f,46-50,17
1004692,f,26-35,7
1004693,m,18-25,1
1004694,m,55+,7
1004695,m,18-25,18
1004697,m,18-25,10
1004698,f,26-35,6
1004699,f,18-25,0
1004701,m,46-50,17
1004702,m,26-35,11
1004704,m,18-25,20
1004705,f,18-25,0
1004706,m,26-35,14
1004707,m,0-17,0
1004708,m,26-35,0
1004709,m,46-50,0
1004710,f,36-45,16
1004711,m,26-35,17
1004713,m,26-35,17
1004714,m,51-55,1
1004715,m,26-35,2
1004717,m,46-50,17
1004718,m,36-45,7
1004719,f,36-45,9
1004721,m,36-45,11
1004722,m,36-45,12
1004724,f,55+,6
1004725,m,36-45,5
1004726,f,36-45,16
1004727,f,55+,0
1004728,m,26-35,19
1004729,m,51-55,16
1004730,m,51-55,11
1004731,m,26-35,17
1004732,m,26-35,14
1004733,m,18-25,18
1004734,m,51-55,1
1004735,m,46-50,3
1004736,m,18-25,20
1004737,m,36-45,16
1004738,m,55+,1
1004739,m,26-35,3
1004740,f,26-35,3
1004742,m,26-35,3
1004743,m,55+,13
1004744,m,51-55,15
1004745,f,18-25,4
1004746,m,51-55,1
1004747,m,18-25,4
1004748,m,46-50,16
1004749,m,46-50,0
1004750,f,26-35,0
1004751,m,51-55,15
1004753,m,55+,1
1004755,f,55+,7
1004756,m,55+,16
1004757,m,36-45,17
1004759,f,51-55,0
1004760,m,36-45,17
1004761,m,18-25,15
1004762,f,26-35,14
1004763,m,55+,11
1004764,m,0-17,10
1004765,f,36-45,16
1004766,m,36-45,16
1004768,m,26-35,4
1004769,m,26-35,1
1004770,f,36-45,7
1004771,f,26-35,4
1004772,m,55+,17
1004773,m,46-50,1
1004774,m,46-50,14
1004776,f,26-35,3
1004778,m,26-35,0
1004779,m,46-50,3
1004780,m,26-35,12
1004781,f,51-55,6
1004782,m,46-50,1
1004783,m,26-35,0
1004784,f,36-45,6
1004785,f,26-35,14
1004786,m,46-50,6
1004787,m,0-17,11
1004788,m,36-45,7
1004789,m,36-45,2
1004790,f,26-35,2
1004791,m,18-25,4
1004792,f,51-55,7
1004793,f,26-35,6
1004794,f,36-45,0
1004795,m,46-50,16
1004796,m,36-45,7
1004797,f,36-45,17
1004798,m,26-35,1
1004799,f,18-25,4
1004800,m,18-25,4
1004801,m,26-35,4
1004802,m,55+,1
1004803,f,26-35,16
1004804,f,36-45,1
1004806,m,26-35,17
1004807,m,0-17,2
1004808,m,36-45,0
1004809,f,51-55,4
1004810,m,18-25,12
1004811,m,36-45,1
1004812,m,18-25,14
1004813,f,36-45,9
1004814,m,18-25,14
1004815,f,51-55,18
1004817,m,26-35,1
1004819,m,36-45,18
1004820,m,51-55,11
1004821,m,18-25,19
1004822,f,36-45,0
1004823,m,18-25,4
1004824,m,26-35,7
1004826,m,46-50,12
1004827,m,36-45,0
1004828,f,18-25,20
1004829,m,26-35,0
1004830,m,0-17,10
1004831,f,26-35,1
1004832,m,26-35,14
1004833,m,36-45,16
1004834,f,46-50,9
1004836,f,46-50,16
1004837,m,26-35,5
1004838,m,46-50,1
1004840,f,46-50,6
1004841,m,26-35,12
1004842,f,36-45,1
1004843,m,55+,1
1004845,f,26-35,1
1004846,f,26-35,2
1004847,m,26-35,12
1004848,f,36-45,6
1004849,f,18-25,4
1004852,m,36-45,0
1004853,m,26-35,7
1004854,f,51-55,13
1004855,m,26-35,12
1004856,m,26-35,7
1004857,m,26-35,14
1004858,m,26-35,1
1004859,f,18-25,14
1004860,m,26-35,2
1004861,m,26-35,4
1004862,m,26-35,0
1004863,f,26-35,9
1004865,f,36-45,14
1004866,m,55+,12
1004867,m,26-35,16
1004868,m,36-45,17
1004869,f,46-50,6
1004870,f,36-45,3
1004873,m,55+,11
1004874,f,26-35,4
1004875,m,36-45,0
1004877,m,26-35,4
1004878,m,51-55,4
1004879,m,26-35,3
1004880,f,46-50,9
1004881,m,46-50,16
1004882,m,46-50,11
1004883,f,0-17,10
1004884,m,36-45,14
1004886,f,36-45,17
1004887,m,18-25,2
1004888,f,55+,0
1004889,m,18-25,4
1004890,f,26-35,1
1004891,m,36-45,17
1004892,m,26-35,12
1004893,m,26-35,17
1004894,m,36-45,7
1004895,f,26-35,3
1004896,m,36-45,6
1004897,m,36-45,16
1004898,m,26-35,1
1004899,m,26-35,12
1004901,m,26-35,7
1004902,m,36-45,14
1004903,m,36-45,12
1004904,m,51-55,15
1004905,f,46-50,1
1004906,m,51-55,17
1004907,f,51-55,7
1004908,m,36-45,15
1004909,f,36-45,12
1004911,f,26-35,0
1004912,f,51-55,20
1004913,f,26-35,1
1004914,f,26-35,1
1004915,m,26-35,12
1004916,m,18-25,20
1004917,m,46-50,0
1004918,f,18-25,12
1004920,m,36-45,1
1004921,f,26-35,15
1004922,m,18-25,17
1004923,m,46-50,18
1004924,f,36-45,0
1004926,m,0-17,10
1004927,m,46-50,0
1004928,f,26-35,3
1004929,m,46-50,1
1004930,m,51-55,17
1004931,m,51-55,17
1004933,m,26-35,15
1004934,f,26-35,0
1004935,m,36-45,17
1004937,m,36-45,0
1004939,m,26-35,7
1004940,f,51-55,11
1004942,m,46-50,12
1004943,f,51-55,0
1004944,m,51-55,17
1004945,m,51-55,0
1004946,f,36-45,1
1004947,m,36-45,17
1004948,m,46-50,2
1004949,m,18-25,4
1004950,m,26-35,16
1004951,f,36-45,17
1004952,f,26-35,14
1004953,m,36-45,12
1004954,m,46-50,0
1004956,m,36-45,15
1004957,m,26-35,2
1004958,m,18-25,7
1004960,m,55+,1
1004961,m,26-35,7
1004962,m,26-35,6
1004964,m,36-45,0
1004965,m,0-17,10
1004966,m,51-55,14
1004968,f,51-55,20
1004969,m,18-25,19
1004970,f,26-35,12
1004972,m,36-45,0
1004973,f,55+,2
1004975,m,36-45,0
1004976,m,26-35,11
1004977,m,26-35,4
1004978,m,36-45,14
1004979,m,36-45,2
1004980,m,26-35,1
1004982,m,26-35,12
1004983,f,46-50,16
1004984,m,36-45,0
1004985,m,36-45,0
1004986,m,18-25,12
1004987,f,55+,8
1004989,m,26-35,0
1004990,f,26-35,4
1004991,f,55+,14
1004993,m,46-50,17
1004994,m,46-50,17
1004995,m,51-55,20
1004996,m,36-45,7
1004997,m,0-17,10
1004998,f,18-25,4
1004999,f,55+,13
1005000,m,26-35,4
1005001,f,26-35,2
1005002,m,26-35,17
1005003,m,36-45,12
1005004,f,55+,1
1005005,m,46-50,16
1005008,m,26-35,20
1005009,f,46-50,16
1005010,m,46-50,15
1005011,m,18-25,4
1005012,m,51-55,15
1005013,m,18-25,4
1005014,m,46-50,0
1005015,m,36-45,6
1005016,f,36-45,1
1005017,m,36-45,12
1005018,f,55+,12
1005019,m,26-35,7
1005020,f,55+,13
1005021,m,51-55,6
1005023,m,36-45,20
1005024,f,46-50,1
1005025,m,26-35,20
1005026,m,26-35,17
1005029,m,26-35,4
1005030,m,18-25,1
1005031,f,26-35,4
1005032,m,18-25,17
1005033,f,55+,13
1005034,f,26-35,15
1005035,f,26-35,17
1005036,m,36-45,7
1005037,m,36-45,12
1005038,m,26-35,20
1005039,f,36-45,4
1005040,m,46-50,12
1005041,f,46-50,6
1005042,f,18-25,2
1005043,f,18-25,6
1005044,f,36-45,6
1005045,m,36-45,0
1005046,m,26-35,16
1005047,m,46-50,6
1005048,f,36-45,7
1005049,m,26-35,12
1005050,f,18-25,4
1005051,f,51-55,7
1005052,m,36-45,16
1005053,m,26-35,4
1005054,m,36-45,2
1005055,f,36-45,16
1005056,m,46-50,1
1005057,m,51-55,7
1005058,m,55+,17
1005059,m,46-50,16
1005060,m,46-50,17
1005061,f,18-25,19
1005063,f,0-17,10
1005064,m,18-25,4
1005065,m,26-35,14
1005066,f,26-35,1
1005067,m,55+,13
1005068,m,36-45,7
1005069,f,55+,0
1005070,m,26-35,2
1005071,f,26-35,7
1005074,m,0-17,0
1005075,m,51-55,6
1005076,m,26-35,3
1005077,m,26-35,2
1005078,m,46-50,7
1005079,m,26-35,4
1005080,f,51-55,12
1005081,f,18-25,4
1005082,m,36-45,1
1005083,m,26-35,4
1005084,m,18-25,4
1005085,m,55+,17
1005086,m,26-35,1
1005087,f,26-35,6
1005088,m,26-35,17
1005089,f,36-45,16
1005090,f,36-45,19
1005091,m,26-35,17
1005092,m,55+,14
1005095,f,36-45,1
1005096,m,26-35,11
1005097,m,55+,16
1005098,m,51-55,7
1005099,m,18-25,0
1005100,m,51-55,6
1005101,m,26-35,0
1005102,m,26-35,12
1005103,f,36-45,16
1005104,m,36-45,20
1005105,m,51-55,7
1005106,f,36-45,1
1005107,f,46-50,0
1005108,f,26-35,9
1005109,f,46-50,6
1005111,m,36-45,2
1005112,m,36-45,13
1005113,m,26-35,0
1005114,f,0-17,10
1005115,m,55+,12
1005116,m,36-45,6
1005117,f,26-35,0
1005118,m,0-17,10
1005119,f,26-35,0
1005120,m,51-55,7
1005121,m,26-35,7
1005122,m,26-35,0
1005123,m,51-55,12
1005124,m,36-45,2
1005126,m,26-35,11
1005127,m,46-50,5
1005128,m,51-55,7
1005129,m,46-50,17
1005131,f,26-35,1
1005132,m,36-45,7
1005133,m,18-25,11
1005134,m,26-35,17
1005135,m,36-45,7
1005136,m,26-35,12
1005137,m,18-25,18
1005138,m,26-35,17
1005139,m,51-55,16
1005140,m,26-35,6
1005141,m,18-25,17
1005142,m,26-35,1
1005143,m,18-25,4
1005144,f,51-55,0
1005145,m,36-45,7
1005146,m,55+,1
1005147,m,18-25,0
1005148,m,26-35,20
1005149,m,36-45,1
1005150,m,26-35,3
1005151,m,18-25,19
1005153,m,26-35,7
1005154,m,26-35,16
1005155,m,26-35,16
1005156,m,18-25,14
1005157,m,36-45,1
1005158,f,18-25,4
1005159,m,36-45,7
1005161,m,26-35,4
1005162,m,26-35,17
1005163,m,46-50,6
1005164,f,36-45,17
1005165,m,36-45,6
1005166,m,51-55,6
1005167,m,18-25,15
1005169,f,51-55,4
1005170,m,18-25,4
1005172,f,36-45,11
1005173,m,0-17,10
1005174,m,46-50,1
1005175,f,36-45,9
1005177,m,46-50,14
1005178,m,51-55,0
1005180,m,36-45,11
1005181,m,26-35,7
1005182,f,36-45,7
1005183,f,18-25,20
1005184,m,18-25,20
1005185,f,36-45,4
1005186,m,36-45,12
1005187,m,18-25,16
1005191,f,26-35,4
1005192,m,26-35,7
1005193,m,36-45,12
1005194,m,26-35,7
1005195,m,36-45,7
1005196,m,55+,7
1005197,f,55+,3
1005198,f,18-25,4
1005199,f,26-35,1
1005200,f,36-45,15
1005201,m,51-55,7
1005203,f,46-50,6
1005204,m,51-55,13
1005205,m,26-35,1
1005206,m,36-45,7
1005207,m,26-35,0
1005208,m,26-35,4
1005209,m,51-55,1
1005210,f,36-45,17
1005212,m,18-25,2
1005213,m,18-25,0
1005215,f,55+,6
1005217,m,26-35,17
1005218,m,18-25,0
1005219,m,18-25,4
1005220,m,26-35,7
1005222,m,26-35,12
1005223,m,55+,10
1005224,m,36-45,1
1005225,m,18-25,4
1005226,m,36-45,0
1005228,m,0-17,0
1005229,m,26-35,0
1005230,m,26-35,12
1005232,m,26-35,4
1005233,m,26-35,5
1005234,f,26-35,0
1005235,m,26-35,4
1005236,m,26-35,14
1005237,m,26-35,7
1005239,m,36-45,7
1005240,f,26-35,0
1005241,f,26-35,4
1005242,m,26-35,1
1005243,m,0-17,10
1005246,f,18-25,0
1005247,f,0-17,10
1005248,f,46-50,14
1005249,f,46-50,14
1005250,m,51-55,6
1005251,f,26-35,17
1005252,m,26-35,20
1005253,f,55+,13
1005254,m,18-25,4
1005255,m,0-17,10
1005256,m,26-35,16
1005257,f,26-35,2
1005258,m,36-45,4
1005260,m,36-45,7
1005261,m,36-45,12
1005262,f,26-35,14
1005263,m,36-45,7
1005264,m,18-25,4
1005265,m,46-50,1
1005266,m,36-45,1
1005267,m,36-45,7
1005269,m,18-25,0
1005270,m,26-35,12
1005271,f,26-35,0
1005272,m,26-35,7
1005273,m,55+,20
1005275,m,26-35,17
1005276,f,26-35,4
1005277,m,26-35,20
1005278,f,26-35,7
1005279,f,26-35,14
1005280,m,18-25,4
1005281,m,26-35,2
1005282,f,18-25,4
1005283,m,18-25,2
1005284,m,26-35,16
1005285,m,18-25,4
1005286,m,46-50,16
1005287,m,26-35,8
1005290,f,18-25,4
1005291,m,46-50,1
1005292,m,26-35,0
1005293,m,26-35,12
1005294,m,26-35,2
1005296,f,0-17,0
1005297,m,26-35,12
1005298,m,36-45,17
1005299,m,26-35,2
1005300,m,26-35,20
1005301,m,26-35,17
1005302,f,0-17,10
1005303,f,55+,6
1005304,f,36-45,9
1005305,f,18-25,4
1005306,f,26-35,17
1005307,m,26-35,5
1005308,m,55+,7
1005310,f,55+,1
1005311,m,51-55,0
1005312,m,26-35,1
1005313,m,55+,0
1005314,f,26-35,0
